file1,file2,diff
../results/smartbugs/sGuard/other/open_address_lottery/open_address_lottery.sol,smartbugs-curated/dataset/other/open_address_lottery.sol,True
../results/smartbugs/sGuard/access_control/arbitrary_location_write_simple/arbitrary_location_write_simple.sol,smartbugs-curated/dataset/access_control/arbitrary_location_write_simple.sol,False
../results/smartbugs/sGuard/access_control/incorrect_constructor_name3/incorrect_constructor_name3.sol,smartbugs-curated/dataset/access_control/incorrect_constructor_name3.sol,False
../results/smartbugs/sGuard/access_control/phishable/phishable.sol,smartbugs-curated/dataset/access_control/phishable.sol,True
../results/smartbugs/sGuard/access_control/FibonacciBalance/FibonacciBalance.sol,smartbugs-curated/dataset/access_control/FibonacciBalance.sol,True
../results/smartbugs/sGuard/access_control/proxy/proxy.sol,smartbugs-curated/dataset/access_control/proxy.sol,False
../results/smartbugs/sGuard/access_control/incorrect_constructor_name2/incorrect_constructor_name2.sol,smartbugs-curated/dataset/access_control/incorrect_constructor_name2.sol,False
../results/smartbugs/sGuard/access_control/wallet_04_confused_sign/wallet_04_confused_sign.sol,smartbugs-curated/dataset/access_control/wallet_04_confused_sign.sol,True
../results/smartbugs/sGuard/access_control/wallet_02_refund_nosub/wallet_02_refund_nosub.sol,smartbugs-curated/dataset/access_control/wallet_02_refund_nosub.sol,True
../results/smartbugs/sGuard/access_control/simple_suicide/simple_suicide.sol,smartbugs-curated/dataset/access_control/simple_suicide.sol,False
../results/smartbugs/sGuard/access_control/incorrect_constructor_name1/incorrect_constructor_name1.sol,smartbugs-curated/dataset/access_control/incorrect_constructor_name1.sol,False
../results/smartbugs/sGuard/access_control/mapping_write/mapping_write.sol,smartbugs-curated/dataset/access_control/mapping_write.sol,False
../results/smartbugs/sGuard/access_control/wallet_03_wrong_constructor/wallet_03_wrong_constructor.sol,smartbugs-curated/dataset/access_control/wallet_03_wrong_constructor.sol,True
../results/smartbugs/sGuard/access_control/mycontract/mycontract.sol,smartbugs-curated/dataset/access_control/mycontract.sol,True
