number of pathes,directory,errors
4,./unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e
4,./unchecked_low_level_calls/0xe894d54dca59cb53fe9cbc5155093605c7068220
4,./unchecked_low_level_calls/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99
4,./unchecked_low_level_calls/0x958a8f594101d2c0485a52319f29b2647f2ebc06
4,./unchecked_low_level_calls/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152
4,./unchecked_low_level_calls/0xf29ebe930a539a60279ace72c707cba851a57707
4,./unchecked_low_level_calls/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77
4,./unchecked_low_level_calls/0xa1fceeff3acc57d257b917e30c4df661401d6431
4,./unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10
4,./unchecked_low_level_calls/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf
4,./unchecked_low_level_calls/0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37
4,./unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928
4,./unchecked_low_level_calls/0xd2018bfaa266a9ec0a1a84b061640faa009def76
4,./unchecked_low_level_calls/0xec329ffc97d75fe03428ae155fc7793431487f63
4,./unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489
4,./unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01
4,./unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6
4,./unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707
4,./unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488
4,./unchecked_low_level_calls/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c
4,./unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52
4,./unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9
4,./unchecked_low_level_calls/mishandled
4,./unchecked_low_level_calls/unchecked_return_value
4,./unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27
4,./unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b
4,./unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3
4,./unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7
4,./unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e
4,./unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2
4,./unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6
4,./unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4
0,./unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3,token length exceeded
4,./unchecked_low_level_calls/king_of_the_ether_throne
4,./unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35
4,./unchecked_low_level_calls/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8
4,./unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c
4,./unchecked_low_level_calls/etherpot_lotto
4,./unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739
4,./unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d
4,./unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c
4,./unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa
4,./unchecked_low_level_calls/0xdb1c55f6926e7d847ddf8678905ad871a68199d2
4,./unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984
4,./unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1
4,./unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839
